Database	TOTAL
Pronunciation types	28754
Pronunciation tokens	690110
ORTHOGRAPHY	PRONUNCIATION	COUNT	P(P|W)
vierundzwanzigsten	fi:6UnsvantsIkst@n	14	4.179104e-02
vierundzwanzigsten	fi:6UtsvantsIsn	1	2.985075e-03
vierundzwanzigsten	fi:6UnsvanzICstm	1	2.985075e-03
vierundzwanzigsten	fi:6UnsvanzICstn	1	2.985075e-03
vierundzwanzigsten	fi:6UnttsvantsICstn	2	5.970149e-03
vierundzwanzigsten	fi:6UnsvantsIsn	9	2.686567e-02
vierundzwanzigsten	fi:6UnsvanzIkstn	2	5.970149e-03
vierundzwanzigsten	fi:6UnttsvantsICst@n	1	2.985075e-03
vierundzwanzigsten	fi:6UnttsvantsIkstn	2	5.970149e-03
vierundzwanzigsten	fi:6UnsvantsICst@n	17	5.074627e-02
vierundzwanzigster	fi:6UnsvansIst6	11	1.718750e-01
vierundzwanzigster	fi:6Unsva:nsIkst6	1	1.562500e-02
vierundzwanzigster	fi:6UnsvanzICst6	2	3.125000e-02
vierundzwanzigster	fi:6UnsvansIkst6	1	1.562500e-02
vierundzwanzigster	fi:6UtsvantsIst6	1	1.562500e-02
vierundzwanzigster	fi:6Utsvantsst6	1	1.562500e-02
vierundzwanzigster	fi:6Unsvantsst6	2	3.125000e-02
vierundzwanzigster	fi:6Utsvanss6	2	3.125000e-02
vierundzwanzigster	fi:6Utsasst6	1	1.562500e-02
vierundzwanzigster	fi:6UnttsvansIkst6	1	1.562500e-02
vierundzwanzigster	fi:6UnsvantsICst6	8	1.250000e-01
vierundzwanzigster	fi:6UtsvanzIkst6	1	1.562500e-02
vierundzwanzigster	fi:6Unsvansst6	3	4.687500e-02
vierundzwanzigster	fi:6QUnsvansIst6	1	1.562500e-02
vierundzwanzigster	fi:6UnsvantsIst6	11	1.718750e-01
vierundzwanzigster	fi:6UtsvantsIkst6	1	1.562500e-02
vierundzwanzigster	fi:6UnsvansICst6	2	3.125000e-02
vierundzwanzigster	fi:6UnsvantsIkst6	10	1.562500e-01
vierundzwanzigster	fi:6UnsvanzIst6	4	6.250000e-02
vierz	fI6ts	1	5.000000e-01
vierz	fI6t	1	5.000000e-01
vierzehn	fI6tse:m	1	2.096436e-03
vierzehn	fi:6tse:n	27	5.660377e-02
vierzehn	fI6tse:n	300	6.289308e-01
vierzehn	fi:6ts@n	2	4.192872e-03
vierzehn	fI6tse:	3	6.289308e-03
vierzehn	fI6ts@n	74	1.551363e-01
vierzehn	fI6tse:N	2	4.192872e-03
vierzehn	fi:6tsn	2	4.192872e-03
vierzehn	fI6ze:n	1	2.096436e-03
vierzehn	fI6tsEn	8	1.677149e-02
vierzehn	fI6tsn	57	1.194969e-01
vier-zehn	fi:6tse:n	2	6.666667e-01
vier-zehn	fi:6ts@n	1	3.333333e-01
vierzehnt	fI6tse:nt	1	1.000000e+00
Vierzehn-Tage-Turnus	fI6ts@ta:g@tU6nUs	1	1.000000e+00
vierzehnt"agig	fI6tse:nte:gIk	1	2.500000e-01
vierzehnt"agig	fI6tse:ntE:gIC	1	2.500000e-01
vierzehnt"agig	fI6ts@nte:gIC	1	2.500000e-01
vierzehnt"agig	fI6tse:nte:gIC	1	2.500000e-01
vierzehnte	fI6ts@nd@	1	1.562500e-02
vierzehnte	fI6tse:nt@	41	6.406250e-01
vierzehnte	fI6ts@nt@	8	1.250000e-01
vierzehnte	fI6tsnt@	1	1.562500e-02
vierzehnte	fI6tsEnt@	3	4.687500e-02
vierzehnte	fI6tse:nt	5	7.812500e-02
vierzehnte	fI6ze:nt@	1	1.562500e-02
vierzehnte	fi:6ts@nt	1	1.562500e-02
vierzehnte	fi:6tse:nt@	3	4.687500e-02
vierzehnten	fI6tsEntn	3	7.936508e-03
vierzehnten	fI6tsntn	1	2.645503e-03
vierzehnten	fI6ts@nhn	6	1.587302e-02
vierzehnten	fI6tse:nn	58	1.534392e-01
vierzehnten	fI6tsEnhn	1	2.645503e-03
vierzehnten	fI6tsnn	1	2.645503e-03
vierzehnten	fI6tsnhn	1	2.645503e-03
vierzehnten	fI6ts@nt@n	11	2.910053e-02
vierzehnten	fI6tse:nt@n	64	1.693122e-01
vierzehnten	fI6tse:nQn	16	4.232804e-02
vierzehnten	fI6tse:dn	1	2.645503e-03
vierzehnten	fI6ts@nQn	1	2.645503e-03
vierzehnten	fI6ts@t@n	2	5.291005e-03
vierzehnten	fI6ts@nt	2	5.291005e-03
vierzehnten	fI6ts@tn	3	7.936508e-03
vierzehnten	fi:6tse:nt	1	2.645503e-03
vierzehnten	fI6tse:nt	3	7.936508e-03
vierzehnten	fi:6tse:ntn	18	4.761905e-02
vierzehnten	fi:6ts@ntn	2	5.291005e-03
vierzehnten	fi:6tse:nhn	2	5.291005e-03
vierzehnten	fI6tse:t	1	2.645503e-03
vierzehnten	fi:6tsEntn	1	2.645503e-03
vierzehnten	fi:6tsEnn	1	2.645503e-03
vierzehnten	fi:6ts@nt@n	1	2.645503e-03
vierzehnten	fI6tsEnt@n	2	5.291005e-03
vierzehnten	fI6tsItn	1	2.645503e-03
vierzehnten	fi:6tse:nQn	1	2.645503e-03
vierzehnten	fI6tse:ntm	4	1.058201e-02
vierzehnten	fI6tse:Qn	8	2.116402e-02
vierzehnten	fI6ts@nn	6	1.587302e-02
vierzehnten	fI6tse:ntn	102	2.698413e-01
vierzehnten	fi:6tse:nt@n	4	1.058201e-02
vierzehnten	fI6ts@ntn	10	2.645503e-02
vierzehnten	fI6tsIt@n	1	2.645503e-03
vierzehnten	fI6tse:nhn	34	8.994709e-02
vierzehnten	fi:6tse:nn	4	1.058201e-02
Vierzehntens	fI6tse:nt@ns	1	1.000000e+00
vierzehnter	fi:6tse:nt6	3	4.838710e-02
vierzehnter	fI6tse:nt6	50	8.064516e-01
vierzehnter	fI6ts@nt6	5	8.064516e-02
vierzehnter	fI6tsEnt6	2	3.225806e-02
vierzehnter	fI6tsnt6	2	3.225806e-02
Vierzehn-Uhr-Termin	fI6tse:nu:6tE6mi:n	1	1.000000e+00
vierzig	fI6tsIk	1	2.272727e-02
vierzig	fI6ts	2	4.545455e-02
vierzig	fi:6tsIf	1	2.272727e-02
vierzig	fi:6tsIh	1	2.272727e-02
vierzig	fI6tsIf	1	2.272727e-02
vierzig	fi:6tsIC	2	4.545455e-02
vierzig	fI6tsIh	1	2.272727e-02
vierzig	fI6tsIC	35	7.954545e-01
vierzigsten	fI6tsICstn	1	5.000000e-01
vierzigsten	fI6tsIst@n	1	5.000000e-01
Viktor	vIkto:6	1	1.000000e+00
Viktualienmarkt	vIktua:lj@nmark	1	1.000000e+00
Virus	vi:rUs	1	1.000000e+00
Visa	vi:z@	2	1.000000e+00
Visa-Card	vi:zakart	1	1.000000e+00
Visa-Karte	vi:zakart@	1	1.000000e+00
Visier	vizi:6	2	1.000000e+00
Visitenkarte	vizi:tnkart@	5	1.000000e+00
Vitamin	vitamIn	1	1.000000e+00
Viva	vi:va	1	1.000000e+00
Vivaldi	vivaldi	1	1.000000e+00
vo	fO	16	1.000000e+00
v"o	f9	1	1.000000e+00
Vogel	fo:gl	1	3.333333e-01
Vogel	fo:g@l	2	6.666667e-01
V"ogel	f2:g@l	2	1.000000e+00
V"ogelchen	f2:g@lC@n	1	1.000000e+00
Voggesser	vOgEs6	20	1.000000e+00
Vogsch	fOgS	1	1.000000e+00
voila	vO6la	2	1.000000e+00
Vokabeln	voka:b@ln	1	1.000000e+00
Vokalperzeption	voka:lpE6tsEtsjo:n	1	1.000000e+00
Vol	fOl	1	1.000000e+00
Volk	fOlk	1	1.000000e+00
V"olkerkundemuseum	f9lk6kUn@muze:Um	2	2.857143e-01
V"olkerkundemuseum	f9lk6kUnd@muze:Um	5	7.142857e-01
Volksb"uhne	fOksbju:n@	1	1.000000e+00
Volkshochschule	fOlksho:xSu:l@	1	1.000000e+00
Volkssternwarte	fOlksStE6nvart	1	1.000000e+00
Volkstrauertag	fOlkstraU6ta:k	10	1.000000e+00
voll	fOl	162	1.000000e+00
Vollack	fOlak	8	1.000000e+00
vollaufen	fOllaUfm	1	1.000000e+00
volle	fOl@	15	1.000000e+00
vollen	fOln	28	7.777778e-01
vollen	fOl	2	5.555556e-02
vollen	fOl@n	6	1.666667e-01
Vollen	fOln	1	1.000000e+00
vollenden	fOlQEnn@n	1	1.000000e+00
vollends	fOlEnts	1	1.000000e+00
voller	fOl6	12	1.000000e+00
volles	fOl@s	2	1.000000e+00
Volleyball	vOlibal	1	1.000000e+00
vollgelabert	fOlg@la:b6t	1	1.000000e+00
vollgepackt	fOlg@pakt	2	1.000000e+00
vollgeplant	fOlg@pla:n	1	1.000000e+00
vollgestopft	fOlg@StOpft	4	1.000000e+00
vollgestopfter	fOlgStOpft6	1	1.000000e+00
v"ollig	f9lI	2	2.941176e-02
v"ollig	f9lIj	1	1.470588e-02
v"ollig	f9lIC	63	9.264706e-01
v"ollig	f9lIk	2	2.941176e-02
v"olliges	f9lIg@s	1	1.000000e+00
vollkommen	fOlkOm@n	7	2.413793e-01
vollkommen	fOlkOm	22	7.586207e-01
vollpacken	fOlpakN	1	1.000000e+00
Vollpension	fOlpEnzjo:n	4	1.000000e+00
Vollsperrung	fOlSpErUN	1	1.000000e+00
vollst"andig	fOlStEnIk	1	2.000000e-01
vollst"andig	fOlStEnIf	1	2.000000e-01
vollst"andig	fOlStEnIC	3	6.000000e-01
vollst"andige	fOlStEnIg@	2	1.000000e+00
vollst"andigen	fOlStEnIg@n	1	1.000000e+00
Vollst"andigkeits	fOlStEnICkaIts	1	1.000000e+00
Vollstedt	fOlSte:d	1	3.333333e-01
Vollstedt	fOlSte:t	2	6.666667e-01
Volltreffer	fOltrEf6	4	1.000000e+00
vollzuschw"atzen	fOltsuSvEtsn	1	1.000000e+00
vom	fm	61	3.129810e-02
vom	fOm	1874	9.615187e-01
vom	fOn	11	5.643920e-03
vom	fO	3	1.539251e-03
von	fn	66	2.903652e-02
von	fOm	88	3.871535e-02
von	fOn	2077	9.137703e-01
von	fO	42	1.847778e-02
Von	fOn	1	1.000000e+00
von-Aquin	fOnakvi:n	1	1.000000e+00
voneinander	fOnQaInan6	3	4.285714e-01
voneinander	fOnQaInann6	2	2.857143e-01
voneinander	fnQaInan6	2	2.857143e-01
vonn"oten	fOnn2:tn	1	5.000000e-01
vonn"oten	fOnn2:t@n	1	5.000000e-01
vonstatten	fOnStatn	1	1.000000e+00
von-Sudiz	fOnzu:dIts	1	1.000000e+00
von-Sudniz	fOnzUtnIts	104	1.000000e+00
von-Sundniz	fOnzUnnIts	1	1.000000e+00
von-Suzniz	fOnzUsnIts	1	1.000000e+00
vor	fo:	39	3.935419e-02
vor	o:6	3	3.027245e-03
vor	fo:6	949	9.576186e-01
Vor	fo:6	5	1.000000e+00
vorab	fo:6ap	2	6.666667e-01
vorab	fo:6Qap	1	3.333333e-01
Vorabend	fo:6Qa:mt	1	5.000000e-01
Vorabend	fo:6Qa:b@n	1	5.000000e-01
Vorabendprogramm	fo:6Qa:mtprogram	3	1.000000e+00
voran	foran	2	1.000000e+00
vorangehen	foraNge:n	1	1.000000e+00
vorangeht	foraNge:t	1	1.000000e+00
vor"anne	forEn@	1	1.000000e+00
Voranschlag	fo:6anSla:k	1	1.000000e+00
vorarbeiten	fo:6arbaItn	1	1.000000e+00
Vorarlberg	fo:6arlbE6k	1	1.000000e+00
vorauf	foraUf	1	1.000000e+00
voraus	foraUs	5	1.000000e+00
vorausfahre	foraUsfa:r@	1	1.000000e+00
vorausgegangenen	foraUsg@gaN@n@n	1	1.000000e+00
vorausgesagt	foraUsg@za:k	1	1.000000e+00
vorausgesetzt	foraUsg@zEtst	3	5.000000e-01
vorausgesetzt	foraUsg@zEts	3	5.000000e-01
vorauslegen	foraUsle:g@n	1	1.000000e+00
vorausschicken	foraUSSIkN	2	1.000000e+00
Voraussetzung	foraUszEtsUN	2	1.000000e+00
Voraussetzungen	foraUzEtsUN@n	1	1.000000e+00
Voraussicht	foraUszICt	1	1.000000e+00
voraussichtlich	foraUszICtlIC	4	1.000000e+00
Vorauszahlung	foraUstsa:lUN	1	1.000000e+00
Vorbehalt	fo:6b@halt	2	1.000000e+00
vorbehalten	fo:6b@halt@n	1	5.000000e-01
vorbehalten	fo:b@haln	1	5.000000e-01
vorbei	fo:6baI	38	4.935065e-01
vorbei	o:baI	1	1.298701e-02
vorbei	fo:baI	38	4.935065e-01
vorbeigegangen	fo:baIg@gaNm	1	1.000000e+00
vorbeigeguckt	fo:baIg@gUkt	1	1.000000e+00
vorbeigekommen	fo:baIgkOm	1	2.000000e-01
vorbeigekommen	fo:baIg@kOm	2	4.000000e-01
vorbeigekommen	fo:6baIg@kOm@n	1	2.000000e-01
vorbeigekommen	fo:baIg@kOm@n	1	2.000000e-01
vorbeigelaufen	fo:baIg@laUf@n	1	1.000000e+00
vorbeigeschaut	fo:6baIg@SaUt	1	1.000000e+00
vorbeikomme	fo:baIkOm@	1	1.000000e+00
vorbeikommen	fo:baIkOm@n	7	3.181818e-01
vorbeikommen	fo:6baIkOm	3	1.363636e-01
vorbeikommen	fo:baIkOmm	1	4.545455e-02
vorbeikommen	fo:baIkOm	10	4.545455e-01
vorbeikommen	fo:baIkOmn	1	4.545455e-02
vorbeikommt	fo:6baIkOmt	1	1.000000e+00
vorbeikucken	fo:baIkUk@n	2	1.000000e+00
vorbeischauen	fo:6baISaUn	1	1.000000e-01
vorbeischauen	fo:baISaU@n	1	1.000000e-01
vorbeischauen	fo:baISaUn	8	8.000000e-01
vorbeizukommen	fo:baItsukOmm	1	1.000000e+00
vorberei	fo:b@raI	1	1.000000e+00
Vorberei	fo:6b@raI	1	1.000000e+00
vorbereite	fo:6b@raIt@	2	1.000000e+00
vorbereiten	fo:6b@raItn	25	4.629630e-01
vorbereiten	fo:b@raItn	9	1.666667e-01
vorbereiten	fo:6b@raIQn	8	1.481481e-01
vorbereiten	fo:b@raIQn	1	1.851852e-02
vorbereiten	fo:6b@raIt@n	11	2.037037e-01
Vorbereiten	fo:6b@raItn	1	1.000000e+00
vorbereitet	fo:6b@raIt@t	13	6.842105e-01
vorbereitet	fo:b@raIt@p	1	5.263158e-02
vorbereitet	fo:6b@raIt@p	1	5.263158e-02
vorbereitet	fo:b@raIt@t	4	2.105263e-01
vorbereitung	fo:6b@raIdUN	1	1.000000e+00
Vorbereitung	fo:6b@raItU	1	3.448276e-02
Vorbereitung	fo:b@raIdUN	1	3.448276e-02
Vorbereitung	fo:b@raItUN	4	1.379310e-01
Vorbereitung	fo:6b@raIdUN	1	3.448276e-02
Vorbereitung	fo:6b@raItUN	22	7.586207e-01
vorbereitungen	fo:6b@raItUN@n	1	1.000000e+00
Vorbereitungen	fo:b@raItUN@n	1	6.666667e-02
Vorbereitungen	fo:6b@raItUN@n	5	3.333333e-01
Vorbereitungen	fo:b@raItUNN	1	6.666667e-02
Vorbereitungen	fo:6b@raItUNN	5	3.333333e-01
Vorbereitungen	fo:6b@raItUN	3	2.000000e-01
Vorbereitungs	fo:6b@raItUNs	1	1.000000e+00
Vorbereitungsgespr"ach	fo:6b@raItUsg@SprE:C	1	2.000000e-01
Vorbereitungsgespr"ach	fo:6b@raItUNsg@Spre:C	3	6.000000e-01
Vorbereitungsgespr"ach	fo:b@raItUsg@Spre:C	1	2.000000e-01
Vorbereitungsphase	fo:6b@raItUNsfa:z@	1	1.000000e+00
Vorbereitungstermin	fo:6b@raItUstE6mi:n	1	6.250000e-02
Vorbereitungstermin	fo:6b@raItUNst@mi:n	5	3.125000e-01
Vorbereitungstermin	fo:6b@raItUNstE6mi:n	9	5.625000e-01
Vorbereitungstermin	fo:b@raItUNstE6mi:n	1	6.250000e-02
Vorbereitungstermins	fo:6b@raIdUstE6mi:ns	1	1.000000e+00
Vorbereitungstreff	fo:b@raItUNstrEf	1	1.000000e+00
Vorbereitungstreffen	fo:6b@raItUNstrEfn	24	4.210526e-01
Vorbereitungstreffen	fo:6b@raIdUNstrEfn	1	1.754386e-02
Vorbereitungstreffen	fo:b@raItUNstrEf@n	1	1.754386e-02
Vorbereitungstreffen	fo:b@raItUNstrEfn	4	7.017544e-02
Vorbereitungstreffen	fo:6b@raItUNstrEf@n	16	2.807018e-01
Vorbereitungstreffen	fo:6b@raItUstrEfn	3	5.263158e-02
Vorbereitungstreffen	fo:6b@raItUstrEf@n	2	3.508772e-02
Vorbereitungstreffen	fo:6b@raItUNstrEfm	6	1.052632e-01
Vorbereitungstreffens	fo:6b@raItUNstrEf@ns	1	1.000000e+00
Vorbereitungszeit	fo:6b@raItUNstsaIt	1	3.333333e-01
Vorbereitungszeit	fo:b@raItUNstsaIt	2	6.666667e-01
vorbesprechen	fo:6b@SprEC@n	1	5.000000e-01
vorbesprechen	fo:6b@SprECn	1	5.000000e-01
Vorbesprechung	fo:6b@SprEhUN	1	4.166667e-02
Vorbesprechung	fo:6b@SprECUNk	3	1.250000e-01
Vorbesprechung	fo:b@SprECUN	2	8.333333e-02
Vorbesprechung	fo:6b@SprECUN	18	7.500000e-01
Vorbesprechungstermin	fo:6b@SprEhUNstE6mi:n	1	1.000000e+00
vorbestellen	fo:6b@StEl@n	4	2.857143e-01
vorbestellen	fO6b@StEln	4	2.857143e-01
vorbestellen	fo:6b@StEl@N	2	1.428571e-01
vorbestellen	fO6b@StEl@n	2	1.428571e-01
vorbestellen	fo:6b@StEln	2	1.428571e-01
Vorbestellung	fo:6b@StElUN	1	1.000000e+00
Vorbestellungen	fo:6b@StElUN@n	1	1.000000e+00
vorbildlich	fo:6bIltlIC	1	1.000000e+00
vorbuchen	fo:6bu:x@n	1	1.000000e+00
vord	fO6t	1	1.000000e+00
Vordergrund	fO6d6grUnt	1	1.000000e+00
Vordermann	fO6d6maN	1	1.000000e+00
Vordiplom	fo:6diplo:m	1	1.000000e+00
voreilig	fo:6aIlIC	2	1.000000e+00
Vorentscheidung	fo:6QESaIdUN	1	1.000000e+00
vorerst	fo:6Qe:6st	3	6.000000e-01
vorerst	fo:6Qe:6s	2	4.000000e-01
vorfahren	fo:6fa:n	1	1.000000e+00
Vorfahrt	fo:6fa:rt	1	1.000000e+00
Vorfeld	fo:6fElt	2	1.000000e+00
vorf"uhren	fo:6fy:r@n	1	1.000000e+00
Vorf"uhrungen	fo:6fy:rUNN	1	1.000000e+00
Vorgabe	fo:6ga:b@	2	1.000000e+00
Vorgaben	fo:6ga:b@n	1	5.000000e-01
Vorgaben	fo:6ga:m	1	5.000000e-01
Vorg"ange	fo:6gEN@	1	5.000000e-01
Vorg"ange	fo:6gEN	1	5.000000e-01
vorge	fO6g@	1	1.000000e+00
Vorgeb	fo:6ge:p	1	1.000000e+00
vorgeben	fo:6ge:m	1	1.000000e+00
vorgefunden	fo:6g@fUnn	1	1.000000e+00
vorgegeben	fo:6g@ge:mm	1	3.333333e-01
vorgegeben	fo:6g@ge:m	1	3.333333e-01
vorgegeben	fo:6g@ge:b@n	1	3.333333e-01
vorgego	fo:6g@gO	1	1.000000e+00
vorgehabt	fo:6g@ha:pt	2	1.000000e+00
vorgehen	fo:6ge:@n	1	5.000000e-01
vorgehen	fo:6ge:n	1	5.000000e-01
vorgekommen	fo:6gkOm@n	1	1.000000e+00
vorgelegt	fo:6g@le:k	1	5.000000e-01
vorgelegt	fo:6g@le:Ct	1	5.000000e-01
vorgemerkt	fo:6g@mE6kt	5	1.000000e+00
vorgenommen	fo:6gnOm@n	1	9.090909e-02
vorgenommen	fo:6g@nOm@n	1	9.090909e-02
vorgenommen	fo:6g@nOm@	1	9.090909e-02
vorgenommen	fo:6g@nOm	8	7.272727e-01
vorgeschlagen	fo:6g@Sla:N	7	3.181818e-01
vorgeschlagen	fo:6g@Sla:gN	8	3.636364e-01
vorgeschlagen	fo:6gSla:N	2	9.090909e-02
vorgeschlagen	fo:6g@Sla:NN	1	4.545455e-02
vorgeschlagen	fo:6g@Sla:g@n	4	1.818182e-01
vorgeschlagenen	fo:6g@Sla:g@n@n	3	1.000000e+00
vorgesehen	fo:6g@ze:n	16	8.888889e-01
vorgesehen	fo:6g@ze:@n	2	1.111111e-01
vorgesorgt	fo:6g@zO6kt	1	1.000000e+00
vorgestellt	fo:6gStElt	4	1.600000e-01
vorgestellt	fo:6g@StEl	3	1.200000e-01
vorgestellt	fo:6g@StElt	16	6.400000e-01
vorgestellt	fo:6gStEl	2	8.000000e-02
vorgestellte	fo:6g@StElt@	1	1.000000e+00
vorgestern	fo:6gEst6	1	1.250000e-01
vorgestern	fo:6gEst6n	7	8.750000e-01
vorgezogen	fo:6g@tso:gN	1	1.000000e+00
vorgl"uhen	fo:6gly:@n	1	1.000000e+00
vorhabe	fo:6ha:b	4	3.636364e-01
vorhabe	fo:6ha:p	1	9.090909e-02
vorhabe	o:6ha:b@	1	9.090909e-02
vorhabe	fo:6ha:b@	5	4.545455e-01
vorhaben	fo:6ha:m	6	6.666667e-01
vorhaben	fo:6ha:mn	1	1.111111e-01
vorhaben	fo:6ha:b@n	2	2.222222e-01
vorhanden	fo:6hann	2	1.250000e-01
vorhanden	fo:6hanQn	1	6.250000e-02
vorhanden	fo:6hand@n	4	2.500000e-01
vorhanden	fo:6han@n	1	6.250000e-02
vorhanden	fo:6hanhn	8	5.000000e-01
vorhat	fo:6hat	1	1.000000e+00
vorhatten	fo:6hatn	1	1.000000e+00
vorhe	fo:6he	1	1.000000e+00
vorher	o:6e:6	2	5.571031e-03
vorher	fo:6he:6	124	3.454039e-01
vorher	o:6he:6	2	5.571031e-03
vorher	fo:6e:6	231	6.434540e-01
vorhergehende	fo:6he:6ge:nd@	1	5.000000e-01
vorhergehende	fo:6e:6ge:nd@	1	5.000000e-01
vorhergesagt	fo:6e:6g@za:kt	1	1.000000e+00
vorherige	fo:6he:rIg@	1	1.000000e+00
vorherigen	fo:6he:rIgN	2	1.000000e+00
vorhin	fo:6hIn	13	8.666667e-01
vorhin	fo:6hI	2	1.333333e-01
vorige	fo:rIj@	1	3.333333e-01
vorige	fo:rIg@	1	3.333333e-01
vorige	fo:rI@	1	3.333333e-01
vorigen	fo:rIg@n	2	1.000000e+00
vorkl"aren	fo:6klE:6n	1	1.000000e+00
vorkommen	fo:6kOm@n	1	5.000000e-01
vorkommen	fo:6kOm	1	5.000000e-01
Vorlage	fo:6la:g@	3	1.000000e+00
vorl"aufig	fo:6lOYfI	1	2.500000e-01
vorl"aufig	fo:6lOYfIC	3	7.500000e-01
Vorlaufzeit	fo:6laUftsaIt	1	1.000000e+00
vorlesen	o:6le:z@n	1	1.250000e-01
vorlesen	fo:6le:zn	2	2.500000e-01
vorlesen	fo:6le:z@n	5	6.250000e-01
Vorlesigungen	fo:6le:zigUN@n	1	1.000000e+00
Vorlesung	fo:6le:zU	3	4.615385e-02
Vorlesung	fo:6le:zUN	62	9.538462e-01
Vorlesungen	fo:6le:zUN@n	6	5.454545e-01
Vorlesungen	fo:6le:zUNN	3	2.727273e-01
Vorlesungen	fo:6le:zUN	1	9.090909e-02
Vorlesungen	fo:6le:zUN@m	1	9.090909e-02
Vorlesungs	fo:6le:zUNs	1	1.000000e+00
vorlesungsfreie	fo:6le:zUsfraI@	3	1.000000e+00
Vorlesungsgliederungen	fo:6le:zUsgli:d@rUN@n	1	1.000000e+00
Vorlesungssaal	fo:6le:zUNsza:l	1	1.000000e+00
Vorlesungsverzeichnis	fo:6le:zUNsfE6tsaICnIs	1	1.000000e+00
vorletzte	fo:6lEtst@	5	1.000000e+00
vorletzten	fo:6lEtstn	1	2.000000e-01
vorletzten	fo:6lEtst@n	4	8.000000e-01
Vorliebe	fo:6li:b	1	1.666667e-01
Vorliebe	fo:6li:b@	5	8.333333e-01
Vorlieben	fo:6li:m	2	1.333333e-01
Vorlieben	fo:6li:b@n	13	8.666667e-01
vorliebnehmen	fo:6li:pne:m@n	1	1.000000e+00
vorliegen	fo:6li:gN	24	4.285714e-01
vorliegen	fo:6li:gn	5	8.928571e-02
vorliegen	fo:6li:g@n	27	4.821429e-01
vorliegende	fo:6li:gNd@	1	1.000000e+00
vorliegt	fo:6li:kt	1	1.000000e+00
vorm	fo:6m	14	1.000000e+00
vormachen	fo:6maxm	1	1.000000e+00
vormerken	fo:6mE6kn	1	2.000000e-01
vormerken	fo:6mE6k@n	2	4.000000e-01
vormerken	fo:6mE6kN	2	4.000000e-01
Vormerker	fo:6mE6k6	1	1.000000e+00
vormittag	fo:6mIta:x	17	1.307692e-01
vormittag	fo:6mIta:k	100	7.692308e-01
vormittag	fO6mIta:k	2	1.538462e-02
vormittag	fo:6mIta:	4	3.076923e-02
vormittag	fo:6mIda:k	1	7.692308e-03
vormittag	fo:6mIta:g	2	1.538462e-02
vormittag	fo:6mIa:	1	7.692308e-03
vormittag	fo:6mIta:h	3	2.307692e-02
Vormittag	fo:6mIta:x	8	7.272727e-02
Vormittag	fo:6mIta:k	91	8.272727e-01
Vormittag	fO6mIta:k	9	8.181818e-02
Vormittag	fo:6mIda:x	1	9.090909e-03
Vormittag	fo:6mIta:h	1	9.090909e-03
Vormittages	fo:6mIta:g@s	1	1.000000e+00
Vormitt"agliches	fo:6mItE:klIC@s	1	1.000000e+00
vormittags	fo:6mIta:ks	154	7.196262e-01
vormittags	fo:6mIta:xs	20	9.345794e-02
vormittags	fo:6mIda:ks	2	9.345794e-03
vormittags	fo:6mIa:s	1	4.672897e-03
vormittags	fO6mIta:hs	2	9.345794e-03
vormittags	fo:6mIta:s	13	6.074766e-02
vormittags	fO6mIta:xs	3	1.401869e-02
vormittags	fO6mIta:ks	14	6.542056e-02
vormittags	fo:6mIta:hs	5	2.336449e-02
Vormittags	fo:6mIta:ks	1	5.000000e-01
Vormittags	fO6mIta:ks	1	5.000000e-01
Vormittags-Maschine	fo:6mIta:ksmaSi:n@	1	1.000000e+00
Vormittagsstunden	fo:6mIta:ksStUnhn	1	1.000000e+00
Vormittagstermin	fo:6mIta:kstE6mi:n	2	4.000000e-01
Vormittagstermin	fo:6mIta:kst@mi:n	1	2.000000e-01
Vormittagstermin	fo:6mIta:st@mi:n	1	2.000000e-01
Vormittagstermin	fo:6mIta:stE6mi:n	1	2.000000e-01
vorn	fo:6n	4	1.000000e+00
Vorname	fo:6na:m@	1	1.000000e+00
Vornamen	fo:6na:m	1	1.000000e+00
vorne	fO6n@	25	8.620690e-01
vorne	fO6n	4	1.379310e-01
vornehmen	fo:6ne:mm	2	7.692308e-02
vornehmen	fo:6ne:m@n	16	6.153846e-01
vornehmen	fo:6ne:	1	3.846154e-02
vornehmen	fo:6ne:m	7	2.692308e-01
vornehmer	fo:6ne:m6	1	1.000000e+00
vornehmes	fo:6ne:m@s	1	1.000000e+00
vornehmlich	fo:6ne:mlIC	1	1.000000e+00
vornherein	fO6nhEraIm	1	1.000000e+00
Vornotierungs-Kalender	fo:6noti:rUNskalEn6	1	1.000000e+00
Vorort	fo:6O6t	1	1.000000e+00
vorplanen	fo:6pla:nn	2	1.000000e+00
Vorplaner	fo:6pla:n6	1	1.000000e+00
Vorplatz	fo:6plats	2	1.000000e+00
Vorpommern	fo:6pOm6n	1	1.000000e+00
Vorrang	fo:raN	1	1.000000e+00
Vorrat	fo:6a:t	1	1.000000e+00
vorrechnen	fo:rECn@n	1	1.000000e+00
vorreservieren	fo:rezE6vi:6n	2	1.000000e+00
Vorschau	fo:6SaU	1	1.000000e+00
vorschicken	fo:6SIkN	1	1.000000e+00
vorschieben	fo:6Si:m	1	1.000000e+00
vorschla	fo:6Sla	2	1.000000e+00
Vorschla	fo:6Sla	1	1.000000e+00
vorschlag	fO6Sla:k	1	1.000000e+00
Vorschlag	fo:6Sa:	1	3.236246e-03
Vorschlag	fO6Sla:h	2	6.472492e-03
Vorschlag	fO6Sla:	2	6.472492e-03
Vorschlag	fo:6Sla:f	1	3.236246e-03
